service_name,status,updated_time
DB,DOWN,2025-04-27 19:17:00
FTP,DOWN,2025-04-01 04:20:00
AUTH,DOWN,2025-03-22 20:57:00
AUTH,DOWN,2025-03-11 22:49:00
MAIL,DOWN,2025-04-09 02:40:00
DB,UP,2025-04-28 01:50:00
AUTH,DOWN,2025-04-12 19:26:00
AUTH,DOWN,2025-05-07 15:11:00
AUTH,DOWN,2025-04-11 03:38:00
AUTH,DOWN,2025-03-21 21:58:00
DB,DOWN,2025-04-02 14:21:00
MAIL,DOWN,2025-03-17 21:28:00
HTTP,UP,2025-04-30 12:48:00
MAIL,DOWN,2025-04-11 03:45:00
DB,DOWN,2025-05-01 23:48:00
MAIL,DOWN,2025-04-28 23:06:00
AUTH,UP,2025-04-08 01:02:00
HTTP,DOWN,2025-04-26 19:05:00
HTTP,DOWN,2025-04-23 06:06:00
MAIL,UP,2025-05-05 07:02:00
AUTH,UP,2025-03-30 23:40:00
DB,UP,2025-03-28 23:40:00
FTP,DOWN,2025-05-06 17:55:00
FTP,DOWN,2025-03-15 12:56:00
FTP,UP,2025-04-22 23:03:00
FTP,UP,2025-03-14 22:22:00
HTTP,DOWN,2025-05-15 22:00:00
HTTP,UP,2025-04-04 02:36:00
HTTP,DOWN,2025-03-08 15:44:00
AUTH,DOWN,2025-05-06 06:25:00
DB,UP,2025-04-20 02:05:00
DB,UP,2025-03-09 21:41:00
HTTP,DOWN,2025-03-15 10:24:00
HTTP,UP,2025-04-06 09:34:00
AUTH,UP,2025-04-28 02:35:00
AUTH,DOWN,2025-03-17 02:29:00
HTTP,DOWN,2025-03-27 05:34:00
MAIL,UP,2025-05-05 14:17:00
DB,UP,2025-05-12 00:12:00
MAIL,DOWN,2025-03-08 15:11:00
AUTH,UP,2025-03-24 21:47:00
HTTP,DOWN,2025-05-12 04:33:00
HTTP,DOWN,2025-05-05 04:24:00
FTP,UP,2025-05-15 03:08:00
AUTH,DOWN,2025-04-02 18:51:00
HTTP,DOWN,2025-04-25 11:38:00
AUTH,DOWN,2025-05-03 11:57:00
DB,UP,2025-05-04 01:01:00
FTP,UP,2025-03-12 16:47:00
AUTH,UP,2025-03-18 00:22:00
DB,UP,2025-03-19 00:55:00
AUTH,UP,2025-05-07 00:39:00
HTTP,UP,2025-04-22 02:28:00
HTTP,DOWN,2025-04-04 20:38:00
MAIL,DOWN,2025-03-14 00:47:00
HTTP,UP,2025-03-26 17:30:00
DB,DOWN,2025-04-26 13:29:00
DB,UP,2025-04-04 09:47:00
MAIL,DOWN,2025-05-13 23:23:00
AUTH,DOWN,2025-03-21 02:41:00
MAIL,UP,2025-05-04 08:21:00
AUTH,UP,2025-03-18 10:25:00
HTTP,DOWN,2025-03-18 07:38:00
HTTP,DOWN,2025-05-03 18:24:00
AUTH,UP,2025-04-10 13:47:00
HTTP,DOWN,2025-04-01 13:49:00
HTTP,DOWN,2025-03-13 20:26:00
AUTH,DOWN,2025-05-13 17:26:00
AUTH,DOWN,2025-04-10 18:47:00
FTP,UP,2025-04-19 05:53:00
FTP,DOWN,2025-04-02 01:46:00
HTTP,UP,2025-03-23 23:45:00
HTTP,UP,2025-04-26 06:42:00
HTTP,UP,2025-05-03 09:01:00
HTTP,DOWN,2025-03-10 08:16:00
DB,UP,2025-05-03 21:36:00
MAIL,UP,2025-03-17 11:24:00
HTTP,UP,2025-04-02 06:58:00
HTTP,UP,2025-05-07 06:47:00
HTTP,DOWN,2025-04-01 09:28:00
HTTP,UP,2025-04-16 19:03:00
AUTH,UP,2025-03-26 02:11:00
DB,UP,2025-04-29 01:19:00
FTP,UP,2025-04-08 16:57:00
FTP,DOWN,2025-04-10 22:41:00
DB,UP,2025-05-04 18:40:00
FTP,DOWN,2025-04-22 23:44:00
FTP,UP,2025-05-04 04:12:00
FTP,UP,2025-05-15 04:47:00
DB,UP,2025-04-04 00:29:00
HTTP,UP,2025-04-17 22:59:00
MAIL,UP,2025-04-22 21:47:00
MAIL,DOWN,2025-03-30 21:33:00
AUTH,DOWN,2025-04-09 18:54:00
DB,UP,2025-04-30 00:12:00
AUTH,DOWN,2025-03-13 03:49:00
AUTH,UP,2025-03-24 18:25:00
AUTH,DOWN,2025-05-12 09:00:00
AUTH,DOWN,2025-04-06 16:53:00
DB,DOWN,2025-03-15 10:46:00
FTP,UP,2025-04-07 03:41:00
HTTP,DOWN,2025-04-05 18:28:00
MAIL,UP,2025-04-08 22:33:00
AUTH,UP,2025-04-16 12:34:00
AUTH,UP,2025-04-15 16:26:00
FTP,DOWN,2025-03-19 11:19:00
HTTP,UP,2025-04-07 10:56:00
AUTH,UP,2025-04-12 23:50:00
AUTH,UP,2025-03-18 08:43:00
DB,UP,2025-05-13 21:13:00
HTTP,DOWN,2025-04-12 13:56:00
HTTP,UP,2025-05-07 23:11:00
MAIL,UP,2025-04-29 17:56:00
DB,DOWN,2025-04-27 12:12:00
AUTH,DOWN,2025-03-16 19:20:00
AUTH,DOWN,2025-03-22 12:25:00
DB,DOWN,2025-04-03 16:29:00
DB,UP,2025-03-12 21:25:00
MAIL,DOWN,2025-04-17 21:53:00
FTP,DOWN,2025-03-20 02:09:00
MAIL,DOWN,2025-03-16 01:33:00
DB,UP,2025-04-10 15:25:00
MAIL,UP,2025-04-28 08:17:00
AUTH,UP,2025-04-30 13:56:00
DB,UP,2025-03-21 00:05:00
FTP,DOWN,2025-05-07 19:44:00
DB,UP,2025-05-06 18:51:00
FTP,UP,2025-03-24 14:24:00
FTP,UP,2025-03-28 10:05:00
AUTH,DOWN,2025-05-07 02:27:00
DB,UP,2025-05-09 03:07:00
AUTH,UP,2025-04-05 10:01:00
AUTH,UP,2025-05-06 00:58:00
DB,UP,2025-03-08 19:54:00
DB,UP,2025-04-12 03:14:00
DB,DOWN,2025-05-08 23:06:00
FTP,UP,2025-03-30 19:04:00
DB,UP,2025-03-08 12:22:00
FTP,UP,2025-03-20 05:21:00
MAIL,UP,2025-03-29 21:43:00
MAIL,DOWN,2025-04-24 10:39:00
FTP,DOWN,2025-03-21 22:47:00
MAIL,UP,2025-05-03 18:38:00
MAIL,UP,2025-04-14 14:02:00
MAIL,DOWN,2025-03-25 20:54:00
MAIL,UP,2025-04-22 06:32:00
MAIL,UP,2025-03-19 00:10:00
AUTH,DOWN,2025-04-20 05:51:00
AUTH,DOWN,2025-03-12 22:08:00
HTTP,UP,2025-05-12 00:58:00
HTTP,DOWN,2025-03-24 23:21:00
HTTP,UP,2025-04-29 20:22:00
MAIL,UP,2025-03-31 13:41:00
MAIL,UP,2025-05-10 15:21:00
AUTH,UP,2025-04-25 01:06:00
MAIL,UP,2025-04-21 20:41:00
FTP,UP,2025-03-13 06:59:00
MAIL,DOWN,2025-04-04 03:56:00
AUTH,UP,2025-04-02 03:14:00
AUTH,UP,2025-04-25 09:34:00
AUTH,DOWN,2025-03-21 15:11:00
HTTP,DOWN,2025-05-05 06:02:00
AUTH,DOWN,2025-03-20 19:20:00
AUTH,UP,2025-03-22 08:52:00
MAIL,DOWN,2025-04-21 14:59:00
AUTH,DOWN,2025-04-06 00:50:00
DB,UP,2025-03-21 10:56:00
DB,DOWN,2025-03-31 00:37:00
AUTH,DOWN,2025-04-21 16:26:00
MAIL,UP,2025-05-15 23:41:00
FTP,UP,2025-03-27 09:28:00
HTTP,DOWN,2025-03-12 15:42:00
AUTH,DOWN,2025-03-23 14:27:00
HTTP,DOWN,2025-04-10 09:29:00
FTP,UP,2025-03-28 09:16:00
DB,DOWN,2025-04-19 19:49:00
FTP,DOWN,2025-03-15 13:33:00
MAIL,UP,2025-04-06 09:51:00
FTP,DOWN,2025-04-26 07:52:00
AUTH,UP,2025-03-30 12:36:00
MAIL,UP,2025-04-21 10:24:00
HTTP,UP,2025-04-14 05:49:00
FTP,UP,2025-05-11 15:32:00
HTTP,UP,2025-05-05 05:36:00
DB,UP,2025-04-18 00:25:00
AUTH,DOWN,2025-03-21 04:08:00
HTTP,DOWN,2025-04-27 04:47:00
DB,UP,2025-04-18 07:17:00
AUTH,UP,2025-04-15 16:36:00
MAIL,UP,2025-04-23 14:53:00
DB,UP,2025-04-16 04:42:00
AUTH,UP,2025-04-25 17:39:00
FTP,UP,2025-05-03 23:05:00
HTTP,UP,2025-04-13 19:10:00
MAIL,DOWN,2025-04-24 09:56:00
FTP,DOWN,2025-04-12 14:12:00
FTP,UP,2025-03-12 18:31:00
HTTP,DOWN,2025-05-01 16:50:00
MAIL,UP,2025-04-10 01:34:00
DB,DOWN,2025-04-18 05:57:00
FTP,DOWN,2025-04-15 00:11:00
HTTP,UP,2025-04-07 01:04:00
DB,DOWN,2025-04-22 00:50:00
AUTH,DOWN,2025-03-19 11:38:00
HTTP,UP,2025-04-01 21:52:00
FTP,UP,2025-03-22 09:55:00
DB,UP,2025-04-22 18:33:00
MAIL,DOWN,2025-05-15 12:34:00
AUTH,DOWN,2025-05-02 20:27:00
FTP,DOWN,2025-04-10 23:08:00
DB,DOWN,2025-03-11 07:57:00
DB,UP,2025-05-02 18:14:00
DB,DOWN,2025-05-12 03:57:00
HTTP,UP,2025-04-03 17:20:00
AUTH,UP,2025-03-19 03:13:00
MAIL,UP,2025-03-15 03:51:00
MAIL,UP,2025-04-26 08:43:00
DB,DOWN,2025-04-06 06:25:00
FTP,UP,2025-03-10 14:05:00
DB,DOWN,2025-05-12 23:34:00
AUTH,UP,2025-04-14 23:00:00
FTP,UP,2025-05-08 11:33:00
FTP,DOWN,2025-04-08 01:21:00
MAIL,DOWN,2025-04-22 05:13:00
HTTP,DOWN,2025-04-22 10:42:00
FTP,DOWN,2025-04-07 14:09:00
DB,DOWN,2025-03-13 19:56:00
HTTP,UP,2025-05-05 01:00:00
DB,DOWN,2025-03-28 15:16:00
FTP,DOWN,2025-04-01 17:38:00
FTP,DOWN,2025-04-07 20:54:00
HTTP,DOWN,2025-05-06 14:44:00
AUTH,DOWN,2025-03-21 08:09:00
HTTP,UP,2025-04-26 03:55:00
HTTP,UP,2025-05-04 10:26:00
AUTH,UP,2025-04-21 00:37:00
FTP,UP,2025-05-03 13:04:00
FTP,DOWN,2025-03-13 08:58:00
FTP,UP,2025-03-10 08:13:00
DB,DOWN,2025-04-05 22:23:00
FTP,DOWN,2025-05-14 11:55:00
HTTP,DOWN,2025-04-07 23:44:00
FTP,DOWN,2025-03-20 01:05:00
AUTH,UP,2025-04-15 15:08:00
MAIL,DOWN,2025-04-09 22:56:00
FTP,DOWN,2025-04-14 08:25:00
FTP,UP,2025-04-16 15:08:00
AUTH,UP,2025-03-30 18:43:00
HTTP,DOWN,2025-03-08 20:09:00
HTTP,DOWN,2025-04-13 08:02:00
HTTP,DOWN,2025-03-26 10:20:00
FTP,UP,2025-05-11 06:49:00
DB,DOWN,2025-04-07 22:14:00
HTTP,DOWN,2025-04-12 15:01:00
AUTH,DOWN,2025-05-05 21:35:00
DB,UP,2025-04-12 20:41:00
MAIL,DOWN,2025-03-14 10:04:00
MAIL,DOWN,2025-03-23 21:52:00
AUTH,UP,2025-04-02 03:58:00
HTTP,UP,2025-05-05 20:33:00
MAIL,UP,2025-05-01 08:02:00
HTTP,UP,2025-03-31 18:01:00
FTP,UP,2025-05-06 08:38:00
DB,DOWN,2025-04-04 19:58:00
FTP,DOWN,2025-05-14 20:53:00
DB,DOWN,2025-04-09 22:48:00
HTTP,UP,2025-04-09 06:20:00
DB,UP,2025-04-18 20:14:00
AUTH,UP,2025-05-13 08:50:00
FTP,DOWN,2025-04-14 13:13:00
MAIL,UP,2025-04-11 11:01:00
MAIL,UP,2025-04-03 04:04:00
FTP,DOWN,2025-04-07 09:22:00
AUTH,UP,2025-03-18 09:52:00
MAIL,UP,2025-04-18 23:06:00
FTP,DOWN,2025-05-14 16:15:00
MAIL,DOWN,2025-04-18 23:45:00
MAIL,DOWN,2025-04-14 13:19:00
FTP,DOWN,2025-03-22 13:26:00
FTP,DOWN,2025-05-14 21:40:00
HTTP,UP,2025-03-15 18:54:00
FTP,DOWN,2025-03-17 02:03:00
DB,UP,2025-03-26 08:22:00
AUTH,DOWN,2025-03-09 05:16:00
AUTH,UP,2025-03-14 05:10:00
MAIL,UP,2025-04-14 03:22:00
MAIL,DOWN,2025-04-10 20:06:00
MAIL,DOWN,2025-04-19 19:02:00
DB,UP,2025-03-16 15:48:00
DB,UP,2025-04-18 15:16:00
HTTP,UP,2025-03-25 19:56:00
MAIL,DOWN,2025-04-06 12:30:00
MAIL,DOWN,2025-04-25 15:37:00
MAIL,DOWN,2025-04-23 12:18:00
AUTH,UP,2025-05-13 16:07:00
DB,UP,2025-03-31 08:12:00
DB,UP,2025-04-10 15:40:00
FTP,UP,2025-04-11 00:15:00
AUTH,UP,2025-03-19 06:02:00
FTP,UP,2025-05-14 02:53:00
AUTH,DOWN,2025-05-16 15:38:00
FTP,UP,2025-03-10 16:30:00
MAIL,UP,2025-03-14 07:28:00
FTP,UP,2025-03-09 14:44:00
AUTH,UP,2025-05-07 16:41:00
FTP,DOWN,2025-04-27 20:50:00
HTTP,UP,2025-03-29 12:34:00
AUTH,UP,2025-03-26 03:42:00
HTTP,UP,2025-04-29 01:20:00
DB,UP,2025-04-03 21:55:00
DB,UP,2025-03-16 04:19:00
MAIL,UP,2025-03-11 02:21:00
DB,DOWN,2025-04-28 08:53:00
AUTH,UP,2025-04-02 23:49:00
DB,DOWN,2025-03-24 06:58:00
DB,UP,2025-03-11 09:56:00
FTP,DOWN,2025-04-25 03:21:00
DB,DOWN,2025-03-11 01:09:00
HTTP,UP,2025-04-01 04:05:00
HTTP,UP,2025-03-23 01:16:00
DB,DOWN,2025-03-14 15:42:00
AUTH,UP,2025-04-28 14:18:00
FTP,UP,2025-03-16 12:18:00
HTTP,UP,2025-03-09 07:43:00
HTTP,DOWN,2025-03-14 11:19:00
HTTP,DOWN,2025-05-04 04:17:00
AUTH,DOWN,2025-04-06 04:01:00
MAIL,UP,2025-05-06 12:06:00
HTTP,UP,2025-03-13 10:49:00
DB,UP,2025-03-15 15:51:00
FTP,DOWN,2025-03-20 14:25:00
FTP,DOWN,2025-03-08 08:40:00
DB,DOWN,2025-04-21 13:05:00
HTTP,DOWN,2025-05-06 22:04:00
DB,UP,2025-03-27 09:49:00
AUTH,UP,2025-05-05 09:08:00
AUTH,DOWN,2025-04-01 12:14:00
AUTH,UP,2025-03-25 19:01:00
DB,DOWN,2025-03-14 18:50:00
FTP,DOWN,2025-05-06 19:19:00
DB,DOWN,2025-04-12 04:59:00
AUTH,UP,2025-05-01 19:06:00
FTP,DOWN,2025-04-26 07:10:00
AUTH,DOWN,2025-03-18 14:57:00
HTTP,DOWN,2025-05-08 10:40:00
FTP,DOWN,2025-04-27 13:30:00
DB,DOWN,2025-04-13 11:46:00
DB,UP,2025-05-09 18:35:00
FTP,UP,2025-05-07 20:26:00
FTP,DOWN,2025-03-31 19:28:00
HTTP,UP,2025-05-16 00:32:00
DB,UP,2025-04-24 09:27:00
AUTH,UP,2025-05-16 10:16:00
MAIL,DOWN,2025-04-02 12:08:00
FTP,UP,2025-04-16 07:20:00
MAIL,DOWN,2025-04-08 21:58:00
MAIL,UP,2025-04-18 23:42:00
DB,DOWN,2025-05-11 22:09:00
AUTH,DOWN,2025-05-04 06:56:00
FTP,DOWN,2025-04-14 20:05:00
AUTH,DOWN,2025-04-28 09:10:00
HTTP,DOWN,2025-03-16 06:47:00
FTP,DOWN,2025-04-01 03:09:00
HTTP,DOWN,2025-04-03 16:13:00
MAIL,UP,2025-04-23 02:59:00
FTP,UP,2025-05-14 17:03:00
MAIL,DOWN,2025-04-22 02:12:00
FTP,UP,2025-05-04 23:38:00
MAIL,UP,2025-04-19 08:00:00
MAIL,UP,2025-04-03 09:40:00
HTTP,UP,2025-05-12 04:29:00
FTP,UP,2025-03-09 19:23:00
AUTH,DOWN,2025-04-06 10:44:00
AUTH,UP,2025-04-28 19:31:00
MAIL,DOWN,2025-04-11 21:51:00
MAIL,DOWN,2025-05-06 03:59:00
MAIL,UP,2025-05-02 22:30:00
DB,DOWN,2025-04-24 02:28:00
DB,UP,2025-04-21 04:26:00
MAIL,UP,2025-03-31 01:00:00
DB,DOWN,2025-03-16 14:46:00
HTTP,DOWN,2025-05-12 15:34:00
DB,DOWN,2025-03-08 15:03:00
DB,UP,2025-03-09 01:23:00
MAIL,DOWN,2025-04-15 22:46:00
MAIL,DOWN,2025-04-11 15:36:00
FTP,UP,2025-04-17 02:11:00
FTP,DOWN,2025-05-07 19:13:00
MAIL,DOWN,2025-03-14 01:08:00
AUTH,DOWN,2025-05-07 17:03:00
HTTP,UP,2025-03-25 13:11:00
HTTP,UP,2025-05-03 18:16:00
AUTH,DOWN,2025-04-23 14:11:00
FTP,DOWN,2025-05-13 16:25:00
HTTP,DOWN,2025-04-21 22:07:00
HTTP,UP,2025-03-27 21:54:00
HTTP,DOWN,2025-04-23 18:29:00
AUTH,UP,2025-03-18 12:44:00
DB,UP,2025-04-11 06:27:00
MAIL,DOWN,2025-03-30 11:17:00
AUTH,UP,2025-04-13 23:13:00
DB,DOWN,2025-05-01 14:03:00
MAIL,DOWN,2025-04-19 14:02:00
DB,DOWN,2025-03-31 05:58:00
HTTP,UP,2025-05-11 06:50:00
AUTH,UP,2025-05-08 16:57:00
FTP,UP,2025-04-11 09:24:00
FTP,DOWN,2025-04-21 05:38:00
MAIL,UP,2025-03-08 09:02:00
HTTP,UP,2025-03-26 09:38:00
MAIL,DOWN,2025-05-05 22:16:00
AUTH,UP,2025-04-02 10:44:00
MAIL,DOWN,2025-04-29 03:48:00
HTTP,UP,2025-04-22 22:55:00
DB,DOWN,2025-05-10 06:51:00
AUTH,UP,2025-04-06 16:04:00
DB,UP,2025-03-12 21:14:00
MAIL,DOWN,2025-04-07 14:06:00
AUTH,UP,2025-05-09 18:18:00
FTP,UP,2025-04-03 03:50:00
MAIL,UP,2025-03-24 07:54:00
FTP,DOWN,2025-03-15 08:27:00
DB,UP,2025-03-23 19:26:00
FTP,UP,2025-03-28 05:46:00
DB,UP,2025-04-28 02:45:00
HTTP,DOWN,2025-04-28 19:03:00
AUTH,UP,2025-05-07 14:47:00
DB,DOWN,2025-03-12 18:04:00
HTTP,UP,2025-04-22 22:50:00
FTP,DOWN,2025-03-25 21:18:00
FTP,UP,2025-03-30 02:52:00
AUTH,UP,2025-05-05 05:57:00
DB,UP,2025-04-14 17:39:00
FTP,UP,2025-03-28 14:53:00
MAIL,UP,2025-04-13 10:06:00
HTTP,UP,2025-04-11 11:54:00
MAIL,UP,2025-05-15 01:31:00
FTP,UP,2025-03-19 10:05:00
HTTP,UP,2025-04-05 09:32:00
HTTP,UP,2025-03-21 07:22:00
HTTP,UP,2025-05-04 21:45:00
AUTH,UP,2025-03-08 11:21:00
HTTP,UP,2025-04-24 19:18:00
DB,DOWN,2025-04-18 14:33:00
MAIL,UP,2025-03-27 05:29:00
HTTP,UP,2025-05-09 04:06:00
AUTH,DOWN,2025-04-15 02:26:00
DB,DOWN,2025-03-25 01:00:00
DB,UP,2025-04-28 23:38:00
FTP,UP,2025-03-13 15:04:00
HTTP,DOWN,2025-04-07 21:55:00
AUTH,UP,2025-03-29 10:42:00
FTP,DOWN,2025-03-31 09:24:00
MAIL,DOWN,2025-04-08 23:42:00
HTTP,UP,2025-04-13 10:24:00
MAIL,DOWN,2025-04-06 20:01:00
HTTP,DOWN,2025-04-06 18:00:00
FTP,DOWN,2025-05-02 23:27:00
AUTH,DOWN,2025-03-27 05:03:00
HTTP,UP,2025-04-23 02:43:00
FTP,UP,2025-03-18 05:12:00
DB,DOWN,2025-04-19 19:51:00
HTTP,UP,2025-03-16 10:19:00
FTP,UP,2025-05-15 03:36:00
AUTH,UP,2025-03-21 14:23:00
DB,DOWN,2025-05-03 03:32:00
HTTP,DOWN,2025-03-17 23:55:00
AUTH,DOWN,2025-03-15 09:28:00
MAIL,DOWN,2025-05-11 04:07:00
AUTH,UP,2025-05-15 13:05:00
HTTP,DOWN,2025-05-07 14:45:00
DB,DOWN,2025-04-21 04:07:00
MAIL,DOWN,2025-04-27 00:54:00
FTP,DOWN,2025-04-24 00:19:00
AUTH,UP,2025-04-06 10:40:00
MAIL,UP,2025-03-21 03:04:00
DB,UP,2025-03-20 08:04:00
HTTP,UP,2025-05-13 10:48:00
DB,UP,2025-04-19 03:25:00
FTP,DOWN,2025-05-07 23:50:00
AUTH,DOWN,2025-03-12 02:17:00
MAIL,UP,2025-04-05 06:26:00
MAIL,DOWN,2025-03-26 00:45:00
MAIL,DOWN,2025-05-02 14:27:00
MAIL,UP,2025-03-31 10:34:00
MAIL,UP,2025-03-20 00:06:00
DB,DOWN,2025-05-11 23:52:00
FTP,DOWN,2025-03-19 21:47:00
AUTH,DOWN,2025-03-21 17:15:00
HTTP,DOWN,2025-03-25 01:53:00
DB,UP,2025-05-08 19:07:00
FTP,UP,2025-04-02 05:38:00
HTTP,UP,2025-04-08 17:53:00
MAIL,DOWN,2025-04-04 16:19:00
AUTH,UP,2025-04-05 03:40:00
AUTH,UP,2025-03-20 01:14:00
HTTP,DOWN,2025-04-12 14:01:00
MAIL,UP,2025-03-26 14:03:00
HTTP,UP,2025-03-08 23:05:00
MAIL,UP,2025-05-10 14:38:00
DB,DOWN,2025-03-09 05:14:00
HTTP,DOWN,2025-05-11 11:39:00
DB,DOWN,2025-04-19 00:12:00
FTP,DOWN,2025-04-18 04:47:00
MAIL,UP,2025-03-11 10:10:00
FTP,DOWN,2025-04-12 06:14:00
AUTH,DOWN,2025-04-09 09:25:00
FTP,UP,2025-04-28 21:19:00
AUTH,DOWN,2025-05-02 18:11:00
FTP,UP,2025-05-02 00:05:00
DB,UP,2025-05-15 20:01:00
HTTP,UP,2025-05-08 03:54:00
HTTP,DOWN,2025-04-29 15:03:00
FTP,DOWN,2025-04-08 11:53:00
HTTP,DOWN,2025-04-12 16:26:00
DB,DOWN,2025-04-05 09:17:00
DB,DOWN,2025-05-13 09:42:00
DB,UP,2025-05-15 23:07:00
DB,UP,2025-03-11 02:00:00
AUTH,DOWN,2025-04-11 11:48:00
FTP,DOWN,2025-04-19 10:10:00
DB,DOWN,2025-03-14 22:28:00
FTP,UP,2025-04-20 02:49:00
HTTP,DOWN,2025-04-17 17:32:00
AUTH,UP,2025-03-24 13:20:00
HTTP,DOWN,2025-03-23 17:18:00
AUTH,DOWN,2025-04-24 17:31:00
HTTP,DOWN,2025-04-01 02:17:00
HTTP,DOWN,2025-05-15 00:27:00
MAIL,DOWN,2025-03-24 23:48:00
DB,DOWN,2025-04-17 11:45:00
MAIL,UP,2025-03-26 22:33:00
DB,UP,2025-04-05 17:44:00
AUTH,UP,2025-03-16 15:50:00
FTP,UP,2025-05-01 17:08:00
HTTP,UP,2025-03-14 09:12:00
AUTH,DOWN,2025-03-23 08:59:00
AUTH,DOWN,2025-04-10 19:21:00
AUTH,UP,2025-05-11 19:56:00
AUTH,UP,2025-04-14 12:35:00
DB,DOWN,2025-03-13 10:38:00
AUTH,DOWN,2025-04-15 19:54:00
MAIL,DOWN,2025-03-15 20:31:00
MAIL,UP,2025-04-29 04:32:00
HTTP,UP,2025-05-04 03:36:00
AUTH,DOWN,2025-05-11 19:11:00
MAIL,UP,2025-05-03 03:57:00
MAIL,DOWN,2025-05-05 00:57:00
DB,UP,2025-04-26 20:16:00
AUTH,DOWN,2025-04-25 03:50:00
AUTH,UP,2025-04-16 14:45:00
MAIL,UP,2025-05-16 05:08:00
MAIL,DOWN,2025-04-21 07:19:00
FTP,UP,2025-05-16 13:14:00
FTP,UP,2025-04-07 07:23:00
DB,UP,2025-03-16 00:40:00
AUTH,UP,2025-03-08 11:36:00
HTTP,UP,2025-04-03 10:10:00
FTP,DOWN,2025-03-27 18:05:00
MAIL,UP,2025-03-30 10:59:00
AUTH,DOWN,2025-05-03 04:17:00
DB,DOWN,2025-04-11 03:21:00
MAIL,UP,2025-03-27 03:03:00
MAIL,DOWN,2025-05-02 04:10:00
AUTH,UP,2025-05-11 06:49:00
HTTP,UP,2025-03-31 17:27:00
DB,DOWN,2025-03-29 00:20:00
MAIL,UP,2025-04-10 18:54:00
MAIL,DOWN,2025-04-10 20:54:00
AUTH,DOWN,2025-04-06 20:35:00
AUTH,UP,2025-03-31 19:02:00
MAIL,UP,2025-05-09 19:07:00
AUTH,DOWN,2025-05-03 09:35:00
MAIL,UP,2025-03-13 10:45:00
HTTP,DOWN,2025-04-11 02:24:00
DB,UP,2025-04-16 06:18:00
HTTP,DOWN,2025-04-23 23:48:00
DB,DOWN,2025-03-23 20:30:00
MAIL,DOWN,2025-04-15 02:20:00
AUTH,DOWN,2025-05-08 23:51:00
MAIL,DOWN,2025-03-19 21:08:00
HTTP,UP,2025-03-08 12:07:00
AUTH,UP,2025-03-24 12:44:00
FTP,DOWN,2025-03-20 07:35:00
HTTP,UP,2025-03-23 21:44:00
MAIL,DOWN,2025-04-02 04:24:00
AUTH,DOWN,2025-04-28 05:16:00
AUTH,DOWN,2025-04-03 02:36:00
HTTP,UP,2025-03-25 23:38:00
HTTP,UP,2025-03-09 04:16:00
DB,UP,2025-03-14 23:43:00
DB,DOWN,2025-04-11 10:43:00
MAIL,DOWN,2025-05-13 16:44:00
HTTP,UP,2025-04-24 16:39:00
MAIL,UP,2025-05-03 03:03:00
AUTH,UP,2025-05-05 07:59:00
AUTH,DOWN,2025-03-25 03:49:00
HTTP,DOWN,2025-04-12 12:38:00
FTP,DOWN,2025-03-27 08:25:00
FTP,DOWN,2025-03-16 22:41:00
FTP,DOWN,2025-03-29 08:24:00
DB,UP,2025-03-17 11:19:00
HTTP,UP,2025-05-08 18:27:00
AUTH,UP,2025-04-08 15:06:00
DB,DOWN,2025-04-18 14:13:00
HTTP,DOWN,2025-05-06 04:23:00
HTTP,UP,2025-05-12 05:17:00
FTP,DOWN,2025-03-15 03:18:00
HTTP,UP,2025-03-28 22:02:00
DB,DOWN,2025-04-15 21:15:00
AUTH,DOWN,2025-04-23 18:21:00
DB,UP,2025-04-19 11:10:00
AUTH,UP,2025-04-16 19:08:00
AUTH,DOWN,2025-03-13 14:11:00
AUTH,UP,2025-04-10 01:59:00
AUTH,DOWN,2025-04-04 11:03:00
DB,DOWN,2025-04-21 10:09:00
MAIL,UP,2025-05-13 09:05:00
MAIL,DOWN,2025-04-07 01:39:00
MAIL,UP,2025-04-29 11:11:00
DB,DOWN,2025-05-07 01:50:00
DB,DOWN,2025-04-03 08:59:00
HTTP,UP,2025-04-23 00:49:00
MAIL,DOWN,2025-04-20 05:30:00
MAIL,UP,2025-04-22 14:25:00
FTP,DOWN,2025-03-16 19:56:00
DB,UP,2025-03-26 17:11:00
MAIL,DOWN,2025-03-28 21:18:00
DB,DOWN,2025-05-16 13:37:00
MAIL,UP,2025-04-27 12:54:00
HTTP,DOWN,2025-04-24 05:43:00
DB,DOWN,2025-04-16 13:18:00
MAIL,UP,2025-03-14 05:15:00
MAIL,DOWN,2025-04-17 00:24:00
FTP,DOWN,2025-05-08 20:53:00
FTP,DOWN,2025-04-19 21:59:00
DB,DOWN,2025-03-23 21:22:00
MAIL,UP,2025-03-26 19:23:00
AUTH,DOWN,2025-03-22 00:47:00
DB,DOWN,2025-05-12 17:26:00
DB,DOWN,2025-05-16 00:46:00
HTTP,DOWN,2025-05-02 00:53:00
AUTH,DOWN,2025-03-14 15:03:00
HTTP,DOWN,2025-03-16 17:36:00
FTP,UP,2025-03-29 11:40:00
HTTP,DOWN,2025-04-19 06:54:00
HTTP,DOWN,2025-04-20 21:11:00
HTTP,DOWN,2025-04-18 07:42:00
HTTP,UP,2025-04-06 23:36:00
AUTH,DOWN,2025-04-08 22:03:00
MAIL,DOWN,2025-04-25 16:50:00
DB,DOWN,2025-05-06 06:15:00
HTTP,UP,2025-05-14 10:48:00
